is_rumor,thread,in_reply_tweet,event,tweet_id,is_source_tweet,in_reply_user,user_id,tweet_length,symbol_count,user_mentions,urls_count,media_count,hashtags_count,retweet_count,favorite_count,mentions_count,is_truncated,created,has_smile_emoji,sensitive,has_place,has_coords,has_quest,has_exclaim,has_quest_or_exclaim,text,user.handle,user.name,user.tweets_count,user.verified,user.followers_count,user.listed_count,user.desc_length,user.handle_length,user.name_length,user.notifications,user.friends_count,user.time_zone,user.has_bg_img,user.default_pic,user.created_at,user.location,user.profile_sbcolor,user.profile_bgcolor,user.utc_dist
0,580323498905702400,5.803390726836306e+17,germanwings-crash,580339428977152000,0,193770843.0,134196350,117,0,1,1,0,0,4,4,1,0,1427198676000.0,0,0,0,0,0,0,0,"@ARAsocietat We have it in our database, but it's also available from several public databases http://t.co/VWG2skC75J",flightradar24,Flightradar24,8180,1,223133,2492,146,13,13,0,372,Stockholm,1,0,1271528841000.0,1,16777215,12639981,1.0
0,580323498905702400,5.80339428977152e+17,germanwings-crash,580339559201927168,0,134196350.0,193770843,34,0,1,0,0,0,0,1,1,0,1427198707000.0,0,0,0,0,0,1,1,@flightradar24 Thank you so much!!,ARAsocietat,ARA Societat,25697,0,15614,391,32,12,11,0,717,Paris,1,0,1285175184000.0,0,15329769,26239,1.0
0,580323498905702400,5.803316804576256e+17,germanwings-crash,580340548298366976,0,15016162.0,405683625,64,0,2,0,0,0,0,1,2,0,1427198943000.0,0,0,0,0,0,0,0,@seemay @flightradar24 I thought only we use overaged aircrafts.,Saifnaiyar,Saiful Islam,5073,0,105,4,0,12,10,0,109,,1,1,1320512810000.0,0,12639981,12639981,
0,580323498905702400,5.80340548298367e+17,germanwings-crash,580341914328784896,0,405683625.0,15016162,103,0,2,0,0,0,1,0,2,0,1427199269000.0,0,0,0,0,0,0,0,"@Saifnaiyar @flightradar24 i kniw..not just us, clearly and lets wait to hear clearly why this crashed.",seemay,seema chishti,3451,0,3537,59,101,13,6,0,679,Hawaii,1,0,1212659815000.0,1,16775341,16773197,11.0
0,580323498905702400,5.80339428977152e+17,germanwings-crash,580342972425887745,0,134196350.0,193770843,100,0,1,0,0,0,0,1,1,0,1427199521000.0,0,0,0,0,1,0,1,"@flightradar24 Excuse me, one more question. How can we know this plane is the one that has crashed?",ARAsocietat,ARA Societat,25697,0,15614,391,32,12,11,0,717,Paris,1,0,1285175184000.0,0,15329769,26239,1.0
0,580323498905702400,5.80339428977152e+17,germanwings-crash,580346180355239937,0,134196350.0,1636464877,136,0,2,0,0,0,0,2,2,0,1427200286000.0,0,0,0,0,0,0,0,@flightradar24 @ARAsocietat because it has transponder which sends unique signal from aircraft with speed height information in realtime,kamranmv,Мистер Йоба,920,0,67,17,14,11,8,0,688,,0,0,1375306108000.0,0,0,0,
0,580323877429112832,,germanwings-crash,580323877429112832,1,,100936791,85,0,1,0,1,0,135,21,1,0,1427194968000.0,0,0,0,0,0,0,0,Last few positions of the @germanwings flight plotted on a map http://t.co/UX5G1gYGX7,planefinder,Plane Finder,5901,0,17052,342,159,12,11,0,234,London,1,1,1262334733000.0,0,12639981,12639981,
0,580323877429112832,5.803238774291128e+17,germanwings-crash,580326446280761344,0,100936791.0,37143583,95,0,1,0,0,0,0,0,1,0,1427195581000.0,0,0,0,0,1,0,1,"@planefinder Why does distance increase, then decrease, then massively decrease? Say something?",graysonottaway,Grayson Ottaway,2816,0,271,6,81,15,14,0,367,Auckland,0,0,1241239689000.0,1,0,20376,12.0
0,580323877429112832,5.803264462807613e+17,germanwings-crash,580326931825979392,0,37143583.0,37143583,55,0,2,0,1,0,2,0,2,0,1427195697000.0,0,0,0,0,0,0,0,@planefinder RT of @AirlineFlyer http://t.co/SLkWuK8qXb,graysonottaway,Grayson Ottaway,2816,0,271,6,81,15,14,0,367,Auckland,0,0,1241239689000.0,1,0,20376,12.0
0,580323877429112832,5.803238774291128e+17,germanwings-crash,580499359130882048,0,100936791.0,377991823,37,0,2,0,0,0,0,1,2,0,1427236807000.0,0,0,0,0,1,0,1,@planefinder @por qué esa ruta ??????,jfbllo,JFBLLO,46,0,19,0,0,6,6,0,165,,1,1,1316697786000.0,1,12639981,12639981,
0,580323946899214336,,germanwings-crash,580323946899214336,1,,38400130,110,0,0,0,0,0,167,15,0,0,1427194985000.0,0,0,0,0,0,0,0,JUST IN: Airbus plane operated by Lufthansa's Germanwings budget airline crashes in southern France: Officials,ChannelNewsAsia,Channel NewsAsia,157894,1,327162,2938,153,16,15,0,149,Singapore,1,0,1241687683000.0,1,16777215,16777215,7.0
0,580323992843718656,,germanwings-crash,580323992843718656,1,,2280470022,108,0,2,0,1,0,183,31,2,0,1427194996000.0,0,0,0,0,0,0,0,BREAKING Last few positions of the @germanwings flight plotted on a map http://t.co/wryDeXWNPV /@planefinder,airlivenet,AirLive.net,14393,0,56304,965,35,11,10,0,382,Amsterdam,1,1,1389094680000.0,1,12639981,12639981,0.0
0,580323992843718656,5.803239928437187e+17,germanwings-crash,580324426681548800,0,2280470022.0,138245497,123,0,3,0,1,0,0,0,3,0,1427195099000.0,0,0,0,0,0,0,0,“@airlivenet: BREAKING Last few positions of the @germanwings flight plotted on a map http://t.co/dy8zhMsOdY /@planefinder”,Josuesianico,Josue Almarza,6494,0,150,2,151,13,12,0,420,Caracas,1,0,1272503572000.0,1,11061239,140080,5.5
0,580323992843718656,5.803239928437187e+17,germanwings-crash,580324465361321984,0,2280470022.0,944532098,132,0,3,1,0,0,0,0,3,0,1427195109000.0,0,0,0,0,0,0,0,@airlivenet @germanwings @planefinder http://t.co/XWzVrzBSny check out the playback. Strange how it decended. Not too rapidly either,Postman_Paddy,The Ultimate Postman,964,0,117,1,28,20,13,0,374,Casablanca,0,0,1352752218000.0,1,16777215,13364161,0.0
0,580323992843718656,5.803239928437187e+17,germanwings-crash,580324478539800576,0,2280470022.0,263762424,134,0,4,0,1,0,0,0,4,0,1427195112000.0,0,0,0,0,0,0,0,“@airlivenet: BREAKING Last few positions of the @germanwings flight plotted on a map http://t.co/xdy6mRdFym /@planefinder”@candykises,rwgranny,Cooper's Mom,9680,0,234,7,0,12,8,0,703,,1,1,1299779920000.0,1,12639981,12639981,
0,580323992843718656,5.803239928437187e+17,germanwings-crash,580328205967618048,0,2280470022.0,25995131,105,0,4,0,0,0,1,1,4,0,1427196000000.0,0,0,0,0,0,0,0,@airlivenet @vocnorth @germanwings @planefinder oh I do hope that isn't over an area of sparse population,secret12345,⭕️,26257,0,556,4,3,2,11,0,135,,1,1,1237813007000.0,1,12639981,12639981,
0,580323992843718656,5.803239928437187e+17,germanwings-crash,580354882949013504,0,2280470022.0,47662055,37,0,3,0,0,0,0,0,3,0,1427202361000.0,0,0,0,0,0,0,0,@airlivenet @germanwings @planefinder,hitamkuda,alexander scholte,2,0,3,0,61,17,9,0,4,Madrid,1,0,1245168556000.0,1,8559966,3483430,1.0
