is_rumor,thread,in_reply_tweet,event,tweet_id,is_source_tweet,in_reply_user,user_id,tweet_length,symbol_count,user_mentions,urls_count,media_count,hashtags_count,retweet_count,favorite_count,mentions_count,is_truncated,created,has_smile_emoji,sensitive,has_place,has_coords,has_quest,has_exclaim,has_quest_or_exclaim,user.tweets_count,user.verified,user.followers_count,user.listed_count,user.desc_length,user.handle_length,user.name_length,user.notifications,user.friends_count,user.time_zone,user.has_bg_img,user.default_pic,user.created_at,user.location,user.profile_sbcolor,user.profile_bgcolor,user.utc_dist,hasperiod,number_punct,negativewordcount,positivewordcount,capitalratio,contentlength,sentimentscore,Noun,Verb,Adjective,Pronoun,FirstPersonPronoun,SecondPersonPronoun,ThirdPersonPronoun,Adverb,has_url_in_text
0,524955850591334403,,ottawashooting,524955850591334403,1,,15256225,140,0,0,1,1,0,184,92,0,0,1413994202000.0,0,0,0,0,0,0,0,64582,1,226591,2356,144,8,8,0,544,Eastern Time (US & Canada),1,0,1214589812000.0,0,16777215,530477,0.0,3,18,0,0,0.08571428571428572,14,-0.4,8,2,0,0,0,0,0,0,1
0,524955850591334403,5.249558505913344e+17,ottawashooting,524968652530286593,0,15256225.0,39405133,42,0,1,0,0,0,0,0,1,0,1413997254000.0,0,0,0,0,0,0,0,19319,0,298,8,92,13,8,0,608,Eastern Time (US & Canada),1,0,1242093615000.0,1,0,12721951,0.0,1,1,0,0,0.047619047619047616,7,0.0,0,2,0,1,0,0,1,0,0
0,524955850591334403,5.249558505913344e+17,ottawashooting,524956163553886208,0,15256225.0,627976845,55,0,1,0,0,0,0,0,1,0,1413994277000.0,0,0,0,0,0,0,0,1481,0,192,3,52,13,8,0,293,Hawaii,1,0,1341536396000.0,1,12639981,12639981,6.0,0,0,0,0,0.01818181818181818,10,0.06818181818181818,6,0,1,0,0,0,0,0,0
0,524955850591334403,5.249558505913344e+17,ottawashooting,524959955817095168,0,15256225.0,1135230829,38,0,1,0,0,0,0,0,1,0,1413995181000.0,0,0,0,0,0,0,0,2600,0,26,0,65,9,9,0,19,Mountain Time (US & Canada),1,1,1359580497000.0,1,12639981,12639981,2.0,0,0,0,0,0.05263157894736842,8,0.5,2,2,1,2,0,0,1,0,0
0,524955850591334403,5.249558505913344e+17,ottawashooting,524961380315979779,0,15256225.0,1320300350,93,0,2,0,0,1,0,0,2,0,1413995521000.0,0,0,0,0,1,0,1,2846,0,809,8,111,12,12,0,1525,Atlantic Time (Canada),1,1,1364821320000.0,1,12639981,12639981,1.0,0,4,0,0,0.07526881720430108,13,-0.15000000000000002,6,1,0,0,0,0,0,0,0
0,524955850591334403,5.249582323939533e+17,ottawashooting,524958520307748864,0,26908117.0,27871692,98,0,2,0,0,1,0,1,2,0,1413994839000.0,0,0,0,0,0,1,1,1000,0,470,6,56,13,12,0,2001,Eastern Time (US & Canada),1,0,1238507045000.0,1,12442797,10151144,0.0,1,8,0,0,0.07142857142857142,14,-0.5,5,3,0,0,0,0,0,0,0
0,524955850591334403,5.249558505913344e+17,ottawashooting,524984961552896001,0,15256225.0,336032829,46,0,2,0,0,0,0,0,2,0,1414001143000.0,0,0,0,0,0,1,1,25139,0,521,7,17,14,5,0,1013,,1,1,1310748723000.0,1,12639981,12639981,,0,2,0,0,0.1956521739130435,5,0.0,1,1,0,0,0,0,0,0,0
0,524955850591334403,5.249558505913344e+17,ottawashooting,524957496788938752,0,15256225.0,288624129,53,0,1,0,0,0,0,0,1,0,1413994595000.0,0,0,0,0,0,1,1,99,0,13,0,0,19,6,0,32,,1,1,1303882508000.0,0,12639981,12639981,,3,11,0,0,0.2830188679245283,8,0.009375000000000022,5,1,0,1,0,0,1,0,0
0,524955850591334403,5.249558505913344e+17,ottawashooting,524983100481486848,0,15256225.0,68559865,53,0,2,0,0,0,0,0,2,0,1414000699000.0,0,0,1,0,0,0,0,8865,0,353,20,120,14,6,0,570,Eastern Time (US & Canada),1,1,1251160813000.0,0,12639981,12639981,0.0,0,4,0,0,0.05660377358490566,6,0.0,1,2,0,0,0,0,1,0,0
0,524986649315667968,,ottawashooting,524986649315667968,1,,19222164,126,0,0,0,0,1,104,145,0,0,1414001545000.0,0,0,0,0,0,0,0,23717,1,174881,3116,131,13,12,0,780,Eastern Time (US & Canada),1,0,1232430787000.0,1,16777215,1710879,0.0,3,4,0,0,0.047619047619047616,19,-0.4,7,4,1,2,0,0,1,0,0
0,524986649315667968,5.24986649315668e+17,ottawashooting,524988937476259841,0,19222164.0,294849140,84,0,1,0,0,0,0,0,1,0,1414002091000.0,0,0,0,0,0,0,0,17596,0,554,10,156,13,11,0,2002,Santiago,1,1,1304805831000.0,1,12639981,12639981,1.0,1,2,0,0,0.6904761904761905,14,0.0,13,1,0,0,0,0,1,0,0
0,524986649315667968,5.24986649315668e+17,ottawashooting,524986757927165953,0,19222164.0,2734496022,74,0,1,0,0,0,0,2,1,0,1414001571000.0,0,0,0,0,1,0,1,1642,0,23,0,21,12,11,0,48,Eastern Time (US & Canada),1,0,1408111675000.0,1,0,0,0.0,0,5,0,0,0.06756756756756757,12,0.0,6,2,0,0,0,1,0,0,0
0,524986649315667968,5.24986649315668e+17,ottawashooting,524986948801540096,0,19222164.0,2473038217,66,0,1,0,0,0,0,2,1,0,1414001617000.0,0,0,0,0,0,0,0,1554,0,62,0,0,8,8,0,424,,1,1,1398978140000.0,1,12639981,12639981,,0,2,0,0,0.045454545454545456,11,0.0,4,2,1,0,0,0,0,0,0
0,524986649315667968,5.24986649315668e+17,ottawashooting,524988499922268161,0,19222164.0,2457337352,93,0,1,0,0,0,0,1,1,0,1414001986000.0,0,0,0,0,0,0,0,534,0,21,1,86,13,11,0,32,,1,0,1398126474000.0,1,16777215,15068122,,0,3,0,0,0.021505376344086023,15,0.2,5,1,2,0,0,0,0,0,0
0,524986649315667968,5.2498759853696614e+17,ottawashooting,524988141716115456,0,2768261769.0,69821125,38,0,2,0,0,0,0,0,2,0,1414001901000.0,0,0,1,1,1,0,1,34816,0,1239,28,143,19,9,0,1643,Quito,1,0,1251533019000.0,1,16777215,9263280,1.0,0,1,0,0,0.13157894736842105,3,0.0,3,0,0,0,0,0,0,0,0
0,524986649315667968,5.24986649315668e+17,ottawashooting,524988863983656961,0,19222164.0,425242890,137,0,1,0,0,1,0,1,1,0,1414002073000.0,0,0,0,0,0,1,1,1638,0,72,3,28,13,10,0,154,,1,1,1322680174000.0,1,12639981,12639981,,3,6,0,1,0.021897810218978103,24,0.2515625,6,4,2,2,0,0,2,0,0
0,524986649315667968,5.24986649315668e+17,ottawashooting,524988048711626752,0,19222164.0,69821125,146,0,1,0,0,0,0,1,1,0,1414001879000.0,0,0,1,1,0,1,1,34816,0,1239,28,143,19,9,0,1643,Quito,1,0,1251533019000.0,1,16777215,9263280,1.0,2,10,0,1,0.06206896551724138,22,0.625,9,6,1,2,0,1,1,0,0
0,524986649315667968,5.24986649315668e+17,ottawashooting,524987061816659969,0,19222164.0,30953302,50,0,1,0,0,0,0,1,1,0,1414001643000.0,0,0,0,0,0,0,0,23370,0,12943,106,127,12,11,0,1570,Pacific Time (US & Canada),1,0,1239655011000.0,1,0,11329238,3.0,3,3,0,0,0.08,8,0.16,3,1,1,0,0,0,0,0,0
0,524986649315667968,5.24986649315668e+17,ottawashooting,524986986030170112,0,19222164.0,37347545,64,0,1,0,0,0,0,2,1,0,1414001625000.0,0,0,0,0,0,0,0,1262,0,41,1,70,15,7,0,121,Pacific Time (US & Canada),1,0,1241319199000.0,1,12639981,12639981,3.0,1,2,0,0,0.03125,12,-0.9,2,5,1,1,1,0,0,0,0
0,524986649315667968,5.24986649315668e+17,ottawashooting,524988559959535617,0,19222164.0,2349329459,48,0,1,0,0,1,0,0,1,0,1414002001000.0,0,0,0,0,0,0,0,677,0,41,1,19,6,12,0,100,,1,1,1392669770000.0,1,12639981,12639981,,0,1,0,0,0.08333333333333333,5,0.0,3,2,0,0,0,0,0,0,0
0,524986649315667968,5.24986649315668e+17,ottawashooting,524989154342748160,0,19222164.0,29096493,78,0,1,0,0,0,0,1,1,0,1414002142000.0,0,0,0,0,1,0,1,285,0,43,0,42,6,11,0,419,Eastern Time (US & Canada),1,0,1238975254000.0,1,10794077,10794077,0.0,1,3,0,0,0.07692307692307693,12,0.4,4,2,1,1,0,1,0,0,0
0,524986649315667968,5.249886177444741e+17,ottawashooting,524989058830061568,0,232307823.0,344794990,76,0,2,0,0,0,0,0,2,0,1414002120000.0,0,0,0,0,0,0,0,79,0,6,0,34,13,13,0,51,Eastern Time (US & Canada),1,0,1311955571000.0,0,12639981,12639981,0.0,2,5,0,0,0.05263157894736842,10,0.0,3,1,2,2,0,0,1,0,0
0,524986649315667968,5.24986649315668e+17,ottawashooting,524988477918965760,0,19222164.0,294849140,140,0,1,0,0,0,0,0,1,0,1414001981000.0,0,0,0,0,0,0,0,17596,0,554,10,156,13,11,0,2002,Santiago,1,1,1304805831000.0,1,12639981,12639981,1.0,1,7,0,0,0.03571428571428571,23,0.3333333333333333,6,7,1,1,0,0,0,0,0
0,524986649315667968,5.2498675792716595e+17,ottawashooting,524987129009422336,0,2734496022.0,312091084,100,0,2,0,0,0,0,1,2,0,1414001660000.0,0,0,0,0,0,0,0,24467,0,291,7,152,20,13,0,127,Arizona,1,0,1307374235000.0,1,15658734,1250582,3.0,0,1,0,0,0.05,17,-0.05,7,1,0,1,1,0,0,0,0
0,524986649315667968,5.24986649315668e+17,ottawashooting,524987561463529473,0,19222164.0,344794990,78,0,1,0,0,0,0,1,1,0,1414001763000.0,0,0,0,0,0,0,0,79,0,6,0,34,13,13,0,51,Eastern Time (US & Canada),1,0,1311955571000.0,0,12639981,12639981,0.0,1,1,0,1,0.05128205128205128,12,0.3181818181818182,5,3,0,1,0,0,0,0,0
0,524986649315667968,5.24986649315668e+17,ottawashooting,524986896741851137,0,19222164.0,19996351,60,0,1,0,0,0,0,1,1,0,1414001604000.0,0,0,0,0,0,0,0,51666,0,1677,70,158,8,9,0,1024,Eastern Time (US & Canada),1,0,1233689543000.0,1,6664410,6565259,0.0,3,4,0,0,0.03333333333333333,8,0.25,2,1,1,0,0,0,0,0,0
0,524986649315667968,5.24986649315668e+17,ottawashooting,524987598536966144,0,19222164.0,2768261769,47,0,1,0,0,0,0,1,1,0,1414001771000.0,0,0,0,0,0,0,0,98,0,28,1,0,8,14,0,220,,1,1,1410557022000.0,0,12639981,12639981,,1,1,0,0,0.06382978723404255,6,0.0,2,2,0,0,0,0,0,0,0
0,524986649315667968,5.249875614635295e+17,ottawashooting,524988617744474113,0,344794990.0,232307823,47,0,2,0,0,0,0,0,2,0,1414002014000.0,0,0,0,0,1,0,1,5848,0,112,1,33,4,8,0,69,Atlantic Time (Canada),1,0,1293739585000.0,1,16777215,12639981,1.0,0,2,0,0,0.0851063829787234,4,0.0,4,0,0,0,0,0,0,0,0
0,525044166519451648,,ottawashooting,525044166519451648,1,,15598781,116,0,0,0,0,1,127,272,0,0,1414015258000.0,0,0,0,0,0,0,0,151275,0,5988,203,53,1,7,0,386,Eastern Time (US & Canada),0,0,1216997836000.0,1,0,0,0.0,2,5,0,0,0.02608695652173913,23,-1.0,6,4,1,2,2,0,0,0,0
0,525044166519451648,5.2504416651945165e+17,ottawashooting,525059148296105984,0,15598781.0,397632235,45,0,2,0,0,0,0,0,2,0,1414018830000.0,0,0,0,0,0,0,0,23915,0,1465,8,139,18,12,0,1986,Eastern Time (US & Canada),1,0,1319498897000.0,1,16777215,6565259,0.0,3,5,0,0,0.046511627906976744,4,0.0,3,1,0,0,0,0,0,0,0
0,525044166519451648,5.250581320040612e+17,ottawashooting,525060405132296192,0,24776235.0,2762703543,71,0,3,0,0,1,1,1,3,0,1414019130000.0,0,0,0,0,0,1,1,1875,0,54,0,17,8,13,0,68,,1,1,1409994806000.0,1,12639981,12639981,,0,12,0,0,0.10144927536231885,7,0.0,4,1,0,0,0,1,0,0,0
0,525044166519451648,5.250581320040612e+17,ottawashooting,525058553007325184,0,24776235.0,29830016,98,0,1,0,0,0,0,0,1,0,1414018688000.0,0,0,0,0,0,0,0,21943,0,855,7,132,4,6,0,1720,Atlantic Time (Canada),1,0,1239227081000.0,1,6664410,6565259,1.0,2,2,0,0,0.04081632653061224,16,-0.16666666666666666,2,3,3,0,0,0,0,0,0
0,525044166519451648,5.2506006626186035e+17,ottawashooting,525060748108513280,0,146103195.0,794757894,82,0,4,0,0,0,0,2,4,0,1414019212000.0,0,0,0,0,0,1,1,6364,0,138,0,134,7,15,0,201,,1,0,1346450441000.0,1,16777215,16737945,,0,4,0,0,0.07317073170731707,11,0.0,5,1,1,1,0,0,0,0,0
0,525044166519451648,5.2504416651945165e+17,ottawashooting,525057762007318528,0,15598781.0,1631876870,33,0,2,0,0,0,0,0,2,0,1414018500000.0,0,0,0,0,0,0,0,9435,0,537,3,155,10,13,0,447,,1,0,1375153847000.0,1,16777215,14386935,,0,2,1,0,0.0625,4,-0.5,2,0,1,0,0,0,0,0,0
0,525044166519451648,5.2505932829507584e+17,ottawashooting,525059709708288000,0,457612704.0,457612704,29,0,2,0,0,0,0,1,2,0,1414018964000.0,0,0,0,0,0,0,0,26121,0,1052,5,144,16,15,0,2001,Casablanca,1,1,1325953478000.0,0,12639981,12639981,5.0,0,1,0,0,0.08333333333333333,2,0.0,2,0,0,0,0,0,0,0,0
0,525044166519451648,5.2504416651945165e+17,ottawashooting,525057914659409920,0,15598781.0,1308044155,69,0,2,0,0,0,0,0,2,0,1414018536000.0,0,0,0,0,0,0,0,22133,0,971,6,151,12,13,0,955,,1,1,1364403951000.0,1,12639981,12639981,,2,4,1,0,0.07246376811594203,11,-0.21666666666666667,6,0,2,0,0,0,0,0,0
0,525044166519451648,5.2504416651945165e+17,ottawashooting,525057905180291072,0,15598781.0,72071328,50,0,1,0,0,0,0,0,1,0,1414018534000.0,0,0,0,0,0,0,0,27720,0,429,7,34,5,12,0,378,Central Time (US & Canada),1,0,1252255297000.0,1,14049676,9086901,1.0,1,8,0,0,0.02,9,0.0,2,2,0,0,0,0,0,0,0
0,525044166519451648,5.250581320040612e+17,ottawashooting,525058319334252544,0,24776235.0,329893254,121,0,2,0,1,0,3,1,2,0,1414018633000.0,0,0,0,0,0,1,1,41449,0,862,9,132,14,14,0,838,Central Time (US & Canada),1,0,1309895036000.0,1,16777215,6565259,1.0,2,13,0,0,0.059322033898305086,16,0.0,4,1,1,2,2,0,1,0,1
0,525044166519451648,5.2504416651945165e+17,ottawashooting,525058132004061184,0,15598781.0,24776235,57,0,1,0,1,0,87,192,1,0,1414018588000.0,0,0,0,0,0,0,0,50245,1,643072,8775,154,15,14,0,7335,Pacific Time (US & Canada),1,0,1237239767000.0,1,16777215,987470,3.0,2,12,0,0,0.03571428571428571,7,0.0,2,0,0,0,1,0,0,0,1
0,525044166519451648,5.2504416651945165e+17,ottawashooting,525057803082555392,0,15598781.0,29830016,55,0,1,0,0,0,0,0,1,0,1414018510000.0,0,0,0,0,0,1,1,21943,0,855,7,132,4,6,0,1720,Atlantic Time (Canada),1,0,1239227081000.0,1,6664410,6565259,1.0,0,3,0,0,0.03636363636363636,10,-0.36458333333333337,2,2,0,1,0,0,1,0,0
0,525044166519451648,5.2504416651945165e+17,ottawashooting,525058024520818689,0,15598781.0,144605181,131,0,2,0,0,1,0,0,2,0,1414018562000.0,0,0,0,0,0,0,0,148236,0,2934,62,132,4,14,0,1616,Eastern Time (US & Canada),1,0,1274040133000.0,1,16777215,3910840,0.0,0,9,1,0,0.04580152671755725,21,0.0,7,5,1,2,0,0,1,0,0
0,525044166519451648,5.250581320040612e+17,ottawashooting,525059333231759362,0,24776235.0,22640198,102,0,1,0,0,2,0,0,1,0,1414018874000.0,0,0,0,0,0,0,0,129311,0,503,20,111,9,12,0,395,Eastern Time (US & Canada),1,0,1236097080000.0,1,1579550,1710879,0.0,0,4,0,0,0.049019607843137254,17,-0.05,9,3,1,0,0,0,0,0,0
0,525044166519451648,5.2504416651945165e+17,ottawashooting,525058090547564544,0,15598781.0,329893254,95,0,2,0,0,0,0,0,2,0,1414018578000.0,0,0,0,0,0,0,0,41449,0,862,9,132,14,14,0,838,Central Time (US & Canada),1,0,1309895036000.0,1,16777215,6565259,1.0,1,4,1,0,0.042105263157894736,14,-0.65,5,3,1,1,0,0,0,0,0
0,525044166519451648,5.250581320040612e+17,ottawashooting,525058428570304513,0,24776235.0,39298066,96,0,1,0,0,0,0,0,1,0,1414018659000.0,0,0,0,0,0,1,1,37811,0,651,8,99,3,12,0,891,Mountain Time (US & Canada),1,0,1242063614000.0,1,12442797,10151144,2.0,2,3,1,0,0.06382978723404255,18,-0.15,8,2,1,0,1,0,0,0,0
0,525044166519451648,5.250607481085133e+17,ottawashooting,525061883376988160,0,794757894.0,146103195,138,0,4,0,0,0,0,1,4,0,1414019482000.0,0,0,0,0,0,0,0,3137,0,1082,6,158,11,8,0,1998,Eastern Time (US & Canada),1,0,1274371813000.0,1,6664410,6565259,0.0,0,12,0,0,0.050724637681159424,20,0.0,7,5,0,3,0,0,1,0,0
0,525044166519451648,5.250581320040612e+17,ottawashooting,525058591108390914,0,24776235.0,146103195,66,0,2,0,0,0,1,0,2,0,1414018697000.0,0,0,0,0,0,0,0,3137,0,1082,6,158,11,8,0,1999,Eastern Time (US & Canada),1,0,1274371813000.0,1,6664410,6565259,0.0,0,2,1,0,0.030303030303030304,12,-0.65,2,3,1,3,0,1,1,0,0
0,525044166519451648,5.2505951034842726e+17,ottawashooting,525060066261860352,0,794757894.0,146103195,98,0,4,0,0,0,0,0,4,0,1414019049000.0,0,0,0,0,0,0,0,3137,0,1082,6,158,11,8,0,1998,Eastern Time (US & Canada),1,0,1274371813000.0,1,6664410,6565259,0.0,0,10,0,0,0.04081632653061224,13,-0.2916666666666667,4,3,1,2,0,0,2,0,0
0,525044166519451648,5.2505831933425254e+17,ottawashooting,525061832172924928,0,329893254.0,21330225,140,0,3,0,1,0,0,0,3,0,1414019470000.0,0,0,0,0,0,1,1,29675,0,356,11,160,5,8,0,594,Eastern Time (US & Canada),1,0,1235071715000.0,1,3442871,16710651,0.0,2,18,0,0,0.0962962962962963,17,0.0,5,2,1,1,2,0,1,0,1
0,525044166519451648,5.250585530073252e+17,ottawashooting,525059328295075842,0,29830016.0,457612704,78,0,2,0,0,0,0,1,2,0,1414018873000.0,0,0,0,0,0,0,0,26121,0,1052,5,144,16,15,0,2001,Casablanca,1,1,1325953478000.0,0,12639981,12639981,5.0,0,1,0,1,0.038461538461538464,14,0.5,5,2,1,1,0,1,0,0,0
0,525044166519451648,5.2505932829507584e+17,ottawashooting,525059530993192960,0,457612704.0,29830016,31,0,1,0,0,0,0,0,1,0,1414018921000.0,0,0,0,0,0,1,1,21973,0,854,7,132,4,6,0,1721,Atlantic Time (Canada),1,0,1239227081000.0,1,6664410,6565259,1.0,0,1,0,0,0.10714285714285714,3,0.0,2,0,0,1,0,1,0,0,0
0,525044166519451648,5.250585911083909e+17,ottawashooting,525059510348427265,0,146103195.0,794757894,60,0,4,0,0,0,0,2,4,0,1414018917000.0,0,0,0,0,0,1,1,6364,0,138,0,134,7,15,0,201,,1,0,1346450441000.0,1,16777215,16737945,,0,4,0,0,0.06666666666666667,7,0.0,2,2,0,2,0,0,1,0,0
0,525044166519451648,5.250581320040612e+17,ottawashooting,525058458077638656,0,24776235.0,254333246,76,0,2,0,1,0,1,0,2,0,1414018666000.0,0,0,1,1,0,0,0,234700,0,1788,37,151,19,13,0,630,Central Time (US & Canada),1,0,1298083727000.0,1,12442797,10151144,1.0,2,12,0,0,0.0958904109589041,8,0.0,3,0,0,1,1,0,0,0,1
0,525044166519451648,5.250581320040612e+17,ottawashooting,525058406626107393,0,24776235.0,30263250,31,0,2,0,0,0,0,0,2,0,1414018653000.0,0,0,0,0,0,0,0,9492,0,494,1,0,13,8,0,1162,Hawaii,1,0,1239384023000.0,0,6664410,6565259,6.0,0,2,1,0,0.06451612903225806,4,-0.5,1,0,1,1,0,0,0,0,0
0,525044166519451648,5.250581320040612e+17,ottawashooting,525058955937316864,0,24776235.0,751464836,65,0,1,0,0,0,0,0,1,0,1414018784000.0,0,0,0,0,0,1,1,19113,0,620,2,101,8,9,0,1407,Central Time (US & Canada),1,1,1344699779000.0,0,12639981,12639981,1.0,0,1,0,0,0.03225806451612903,10,-0.3125,3,1,1,1,0,1,1,0,0
0,525044166519451648,5.250581320040612e+17,ottawashooting,525058524574126080,0,24776235.0,22725781,82,0,1,0,0,0,0,1,1,0,1414018682000.0,0,0,0,0,0,1,1,7301,0,485,6,77,11,12,0,731,Eastern Time (US & Canada),1,0,1236136634000.0,1,0,11697113,0.0,0,4,0,0,0.036585365853658534,11,0.0,5,2,0,1,1,0,0,0,0
0,525044166519451648,5.2504416651945165e+17,ottawashooting,525058175532548096,0,15598781.0,1357147374,57,0,2,0,0,1,0,0,2,0,1414018598000.0,0,0,0,0,0,0,0,57871,0,1031,15,157,18,15,0,1100,,1,1,1366126368000.0,1,12639981,12639981,,1,4,0,0,0.12962962962962962,8,0.0,3,1,0,1,0,0,1,0,0
0,525044166519451648,5.250581320040612e+17,ottawashooting,525059168487477249,0,24776235.0,15598781,55,0,1,0,0,0,0,1,1,0,1414018835000.0,0,0,0,0,0,0,0,151314,0,5995,203,53,1,7,0,386,Eastern Time (US & Canada),0,0,1216997836000.0,1,0,0,0.0,1,2,0,0,0.03636363636363636,10,0.43333333333333335,2,3,1,2,1,0,1,0,0
0,525044166519451648,5.2504416651945165e+17,ottawashooting,525058809644204033,0,15598781.0,14577599,85,0,2,0,0,2,0,0,2,0,1414018750000.0,0,0,0,0,0,0,0,151061,0,1676,77,75,16,15,0,1418,Central Time (US & Canada),1,0,1209426663000.0,1,16777215,13034222,1.0,0,6,0,0,0.047058823529411764,10,-0.75,5,1,0,0,0,0,0,0,0
0,524954313337364480,,ottawashooting,524954313337364480,1,,2786147872,126,0,0,0,0,2,305,31,0,0,1413993836000.0,0,0,0,0,0,0,0,327,0,1182,18,157,19,11,0,62,Eastern Time (US & Canada),1,0,1411757846000.0,1,16777215,11254606,0.0,2,8,0,0,0.07142857142857142,17,0.0,5,4,1,1,0,1,0,0,0
0,524954313337364480,5.249543133373645e+17,ottawashooting,524964950490742785,0,2786147872.0,39547278,139,0,1,0,0,2,1,0,1,0,1413996372000.0,0,0,0,0,0,0,0,8017,0,1534,33,159,13,7,0,1944,Quito,1,0,1242149063000.0,1,16777215,11329238,1.0,2,10,0,0,0.12949640287769784,18,0.0,6,4,1,1,0,1,0,0,0
0,524954313337364480,5.249543133373645e+17,ottawashooting,524957078759436288,0,2786147872.0,96464367,133,0,1,0,0,2,1,0,1,0,1413994495000.0,0,0,0,0,0,0,0,42835,0,7434,222,160,18,15,0,4537,Central Time (US & Canada),1,0,1260670216000.0,1,16777215,10151144,1.0,2,12,0,0,0.13740458015267176,15,0.0,5,5,1,1,0,1,0,0,0
0,524976313766273025,,ottawashooting,524976313766273025,1,,217104488,131,0,0,0,0,1,308,182,0,0,1413999081000.0,0,0,0,0,0,0,0,432,0,215,5,38,14,13,0,279,Quito,1,0,1290096234000.0,1,12639981,12639981,1.0,3,8,0,2,0.03816793893129771,20,0.26,7,4,1,0,0,0,0,0,0
